Order_ID,commodity,unit_price,quantity,time
99,原萃綠茶,39,9,1692387444000000000
99,益生菌,150,6,1692387444000000000
99,品客洋芋片,60,18,1692387444000000000
100,品客洋芋片,60,5,1692388293000000000
100,原萃綠茶,39,3,1692388293000000000
100,益生菌,150,3,1692388293000000000
100,肉骨湯麵,15,5,1692388293000000000
101,原萃綠茶,39,5,1692391137000000000
101,肉骨湯麵,15,2,1692391137000000000
101,品客洋芋片,60,13,1692391137000000000
102,品客洋芋片,60,11,1692391148000000000
102,肉骨湯麵,15,3,1692391148000000000
102,益生菌,150,5,1692391148000000000
103,原萃綠茶,39,1,1692437162000000000
103,品客洋芋片,60,4,1692437162000000000
103,益生菌,150,3,1692437162000000000
104,品客洋芋片,60,12,1692439114000000000
104,肉骨湯麵,15,2,1692439114000000000
104,原萃綠茶,39,20,1692439114000000000
105,益生菌,150,6,1692439511000000000
106,益生菌,150,1,1692440138000000000
106,原萃綠茶,39,1,1692440138000000000
106,肉骨湯麵,15,5,1692440138000000000
107,益生菌,150,4,1692441251000000000
108,品客洋芋片,60,3,1692441725000000000
108,益生菌,150,15,1692441725000000000
109,原萃綠茶,39,1,1692446810000000000
109,益生菌,150,1,1692446810000000000
109,肉骨湯麵,15,10,1692446810000000000
109,品客洋芋片,60,19,1692446810000000000
110,品客洋芋片,60,5,1692449127000000000
110,肉骨湯麵,15,11,1692449127000000000
111,益生菌,150,20,1692451342000000000
111,肉骨湯麵,15,6,1692451342000000000
111,原萃綠茶,39,6,1692451342000000000
111,品客洋芋片,60,3,1692451342000000000
112,肉骨湯麵,15,6,1692452302000000000
112,益生菌,150,1,1692452302000000000
113,肉骨湯麵,15,2,1692453558000000000
113,益生菌,150,1,1692453558000000000
113,原萃綠茶,39,2,1692453558000000000
113,品客洋芋片,60,4,1692453558000000000
114,品客洋芋片,60,14,1692453964000000000
114,肉骨湯麵,15,3,1692453964000000000
114,益生菌,150,1,1692453964000000000
115,肉骨湯麵,15,1,1692455318000000000
115,品客洋芋片,60,6,1692455318000000000
116,肉骨湯麵,15,3,1692455586000000000
116,原萃綠茶,39,1,1692455586000000000
117,原萃綠茶,39,4,1692456526000000000
117,肉骨湯麵,15,12,1692456526000000000
117,品客洋芋片,60,4,1692456526000000000
117,益生菌,150,1,1692456526000000000
118,肉骨湯麵,15,6,1692456733000000000
119,原萃綠茶,39,6,1692458930000000000
119,肉骨湯麵,15,6,1692458930000000000
119,益生菌,150,2,1692458930000000000
119,品客洋芋片,60,5,1692458930000000000
120,益生菌,150,1,1692458978000000000
120,原萃綠茶,39,6,1692458978000000000
120,肉骨湯麵,15,3,1692458978000000000
120,品客洋芋片,60,6,1692458978000000000
121,肉骨湯麵,15,2,1692460410000000000
121,品客洋芋片,60,4,1692460410000000000
122,原萃綠茶,39,4,1692460452000000000
122,品客洋芋片,60,6,1692460452000000000
122,益生菌,150,4,1692460452000000000
122,肉骨湯麵,15,4,1692460452000000000
123,品客洋芋片,60,4,1692461612000000000
124,益生菌,150,1,1692463776000000000
124,原萃綠茶,39,5,1692463776000000000
124,品客洋芋片,60,6,1692463776000000000
125,肉骨湯麵,15,5,1692463895000000000
125,原萃綠茶,39,3,1692463895000000000
125,品客洋芋片,60,1,1692463895000000000
125,益生菌,150,8,1692463895000000000
126,肉骨湯麵,15,6,1692467240000000000
126,品客洋芋片,60,5,1692467240000000000
127,原萃綠茶,39,1,1692467518000000000
128,原萃綠茶,39,6,1692467679000000000
129,肉骨湯麵,15,5,1692468447000000000
129,原萃綠茶,39,6,1692468447000000000
129,益生菌,150,4,1692468447000000000
129,品客洋芋片,60,5,1692468447000000000
130,原萃綠茶,39,6,1692468462000000000
130,品客洋芋片,60,7,1692468462000000000
130,益生菌,150,1,1692468462000000000
131,益生菌,150,7,1692470480000000000
132,原萃綠茶,39,5,1692470567000000000
132,品客洋芋片,60,2,1692470567000000000
132,益生菌,150,2,1692470567000000000
132,肉骨湯麵,15,11,1692470567000000000
133,益生菌,150,9,1692471244000000000
134,益生菌,150,9,1692471694000000000
134,肉骨湯麵,15,1,1692471694000000000
135,益生菌,150,3,1692472240000000000
135,品客洋芋片,60,5,1692472240000000000
135,肉骨湯麵,15,13,1692472240000000000
136,品客洋芋片,60,3,1692473695000000000
136,原萃綠茶,39,5,1692473695000000000
136,肉骨湯麵,15,6,1692473695000000000
137,原萃綠茶,39,3,1692473750000000000
137,肉骨湯麵,15,4,1692473750000000000
137,益生菌,150,3,1692473750000000000
137,品客洋芋片,60,14,1692473750000000000
138,原萃綠茶,39,1,1692474033000000000
138,肉骨湯麵,15,1,1692474033000000000
138,益生菌,150,5,1692474033000000000
139,原萃綠茶,39,5,1692474104000000000
139,益生菌,150,9,1692474104000000000
139,肉骨湯麵,15,1,1692474104000000000
139,品客洋芋片,60,13,1692474104000000000
140,肉骨湯麵,15,6,1692474423000000000
140,品客洋芋片,60,6,1692474423000000000
141,品客洋芋片,60,7,1692474572000000000
141,原萃綠茶,39,2,1692474572000000000
142,益生菌,150,20,1692474745000000000
142,肉骨湯麵,15,11,1692474745000000000
142,原萃綠茶,39,2,1692474745000000000
143,益生菌,150,2,1692475246000000000
143,原萃綠茶,39,16,1692475246000000000
143,品客洋芋片,60,19,1692475246000000000
143,肉骨湯麵,15,10,1692475246000000000
144,原萃綠茶,39,4,1692475393000000000
144,肉骨湯麵,15,2,1692475393000000000
145,益生菌,150,6,1692475409000000000
146,肉骨湯麵,15,11,1692475892000000000
146,品客洋芋片,60,3,1692475892000000000
146,原萃綠茶,39,3,1692475892000000000
146,益生菌,150,7,1692475892000000000
147,肉骨湯麵,15,17,1692475921000000000
147,益生菌,150,10,1692475921000000000
148,原萃綠茶,39,4,1692476094000000000
149,益生菌,150,4,1692476387000000000
150,原萃綠茶,39,6,1692477620000000000
150,益生菌,150,2,1692477620000000000
150,肉骨湯麵,15,15,1692477620000000000
151,原萃綠茶,39,1,1692477977000000000
152,益生菌,150,2,1692478019000000000
153,原萃綠茶,39,3,1692522836000000000
153,益生菌,150,14,1692522836000000000
153,品客洋芋片,60,5,1692522836000000000
154,原萃綠茶,39,1,1692524234000000000
155,原萃綠茶,39,3,1692528694000000000
155,品客洋芋片,60,1,1692528694000000000
156,品客洋芋片,60,4,1692530317000000000
156,原萃綠茶,39,5,1692530317000000000
156,肉骨湯麵,15,4,1692530317000000000
157,品客洋芋片,60,5,1692531141000000000
158,益生菌,150,6,1692534283000000000
159,原萃綠茶,39,2,1692535092000000000
159,肉骨湯麵,15,4,1692535092000000000
160,肉骨湯麵,15,5,1692535995000000000
160,品客洋芋片,60,18,1692535995000000000
160,益生菌,150,14,1692535995000000000
161,肉骨湯麵,15,8,1692536337000000000
161,品客洋芋片,60,2,1692536337000000000
161,益生菌,150,2,1692536337000000000
162,肉骨湯麵,15,3,1692536894000000000
162,原萃綠茶,39,1,1692536894000000000
162,品客洋芋片,60,6,1692536894000000000
163,原萃綠茶,39,4,1692537983000000000
164,益生菌,150,7,1692538415000000000
165,品客洋芋片,60,1,1692538445000000000
165,益生菌,150,2,1692538445000000000
165,肉骨湯麵,15,6,1692538445000000000
165,原萃綠茶,39,3,1692538445000000000
166,品客洋芋片,60,3,1692538501000000000
167,肉骨湯麵,15,6,1692538513000000000
167,品客洋芋片,60,6,1692538513000000000
167,益生菌,150,10,1692538513000000000
168,益生菌,150,3,1692539461000000000
168,肉骨湯麵,15,5,1692539461000000000
169,品客洋芋片,60,18,1692540137000000000
169,益生菌,150,5,1692540137000000000
169,肉骨湯麵,15,1,1692540137000000000
169,原萃綠茶,39,2,1692540137000000000
170,益生菌,150,13,1692541791000000000
170,原萃綠茶,39,13,1692541791000000000
170,品客洋芋片,60,3,1692541791000000000
171,原萃綠茶,39,17,1692542180000000000
171,益生菌,150,4,1692542180000000000
172,品客洋芋片,60,5,1692544084000000000
172,肉骨湯麵,15,3,1692544084000000000
172,原萃綠茶,39,2,1692544084000000000
173,原萃綠茶,39,1,1692545412000000000
173,肉骨湯麵,15,4,1692545412000000000
173,品客洋芋片,60,5,1692545412000000000
174,品客洋芋片,60,8,1692546951000000000
174,益生菌,150,6,1692546951000000000
174,肉骨湯麵,15,3,1692546951000000000
174,原萃綠茶,39,4,1692546951000000000
175,品客洋芋片,60,18,1692550776000000000
175,原萃綠茶,39,2,1692550776000000000
175,肉骨湯麵,15,4,1692550776000000000
176,益生菌,150,3,1692552889000000000
176,肉骨湯麵,15,1,1692552889000000000
176,原萃綠茶,39,5,1692552889000000000
176,品客洋芋片,60,6,1692552889000000000
177,原萃綠茶,39,5,1692553583000000000
177,益生菌,150,4,1692553583000000000
177,品客洋芋片,60,3,1692553583000000000
178,益生菌,150,3,1692558504000000000
178,肉骨湯麵,15,4,1692558504000000000
179,益生菌,150,2,1692561151000000000
179,品客洋芋片,60,13,1692561151000000000
179,肉骨湯麵,15,4,1692561151000000000
180,品客洋芋片,60,1,1692561243000000000
180,肉骨湯麵,15,6,1692561243000000000
181,原萃綠茶,39,4,1692561721000000000
181,品客洋芋片,60,16,1692561721000000000
182,品客洋芋片,60,3,1692564638000000000
183,原萃綠茶,39,2,1692610356000000000
183,品客洋芋片,60,5,1692610356000000000
183,肉骨湯麵,15,1,1692610356000000000
184,原萃綠茶,39,6,1692611181000000000
184,肉骨湯麵,15,5,1692611181000000000
184,益生菌,150,12,1692611181000000000
184,品客洋芋片,60,6,1692611181000000000
185,益生菌,150,15,1692612188000000000
185,肉骨湯麵,15,1,1692612188000000000
185,原萃綠茶,39,1,1692612188000000000
185,品客洋芋片,60,6,1692612188000000000
186,益生菌,150,1,1692613773000000000
187,益生菌,150,7,1692614007000000000
187,肉骨湯麵,15,5,1692614007000000000
187,品客洋芋片,60,3,1692614007000000000
187,原萃綠茶,39,2,1692614007000000000
188,肉骨湯麵,15,11,1692614059000000000
188,益生菌,150,18,1692614059000000000
188,原萃綠茶,39,1,1692614059000000000
188,品客洋芋片,60,5,1692614059000000000
189,益生菌,150,2,1692617005000000000
189,肉骨湯麵,15,11,1692617005000000000
190,原萃綠茶,39,1,1692619467000000000
191,益生菌,150,2,1692620455000000000
191,品客洋芋片,60,6,1692620455000000000
191,肉骨湯麵,15,2,1692620455000000000
191,原萃綠茶,39,4,1692620455000000000
192,益生菌,150,1,1692620545000000000
192,原萃綠茶,39,1,1692620545000000000
192,品客洋芋片,60,3,1692620545000000000
192,肉骨湯麵,15,3,1692620545000000000
193,品客洋芋片,60,2,1692621016000000000
194,品客洋芋片,60,3,1692621675000000000
194,原萃綠茶,39,2,1692621675000000000
195,益生菌,150,6,1692621678000000000
195,原萃綠茶,39,1,1692621678000000000
196,益生菌,150,12,1692622529000000000
196,原萃綠茶,39,5,1692622529000000000
197,原萃綠茶,39,6,1692623558000000000
197,品客洋芋片,60,4,1692623558000000000
197,肉骨湯麵,15,13,1692623558000000000
197,益生菌,150,9,1692623558000000000
198,品客洋芋片,60,5,1692624413000000000
198,原萃綠茶,39,2,1692624413000000000
198,肉骨湯麵,15,4,1692624413000000000
199,品客洋芋片,60,6,1692624507000000000
199,益生菌,150,6,1692624507000000000
199,原萃綠茶,39,7,1692624507000000000
200,益生菌,150,4,1692625081000000000
200,原萃綠茶,39,5,1692625081000000000
200,品客洋芋片,60,5,1692625081000000000
201,品客洋芋片,60,6,1692626070000000000
201,益生菌,150,5,1692626070000000000
202,原萃綠茶,39,6,1692626112000000000
202,肉骨湯麵,15,3,1692626112000000000
202,品客洋芋片,60,4,1692626112000000000
203,肉骨湯麵,15,3,1692626343000000000
203,品客洋芋片,60,5,1692626343000000000
203,益生菌,150,6,1692626343000000000
203,原萃綠茶,39,3,1692626343000000000
204,益生菌,150,5,1692627773000000000
204,品客洋芋片,60,6,1692627773000000000
205,肉骨湯麵,15,9,1692627876000000000
205,益生菌,150,3,1692627876000000000
205,品客洋芋片,60,4,1692627876000000000
206,原萃綠茶,39,3,1692629041000000000
206,益生菌,150,3,1692629041000000000
207,肉骨湯麵,15,17,1692629251000000000
207,原萃綠茶,39,16,1692629251000000000
207,品客洋芋片,60,1,1692629251000000000
208,肉骨湯麵,15,4,1692630913000000000
208,益生菌,150,5,1692630913000000000
209,原萃綠茶,39,4,1692633629000000000
210,品客洋芋片,60,5,1692635181000000000
210,肉骨湯麵,15,2,1692635181000000000
211,品客洋芋片,60,6,1692638106000000000
212,益生菌,150,6,1692638522000000000
212,原萃綠茶,39,5,1692638522000000000
213,益生菌,150,14,1692638731000000000
213,肉骨湯麵,15,4,1692638731000000000
213,品客洋芋片,60,13,1692638731000000000
214,原萃綠茶,39,4,1692638770000000000
215,品客洋芋片,60,2,1692639897000000000
215,益生菌,150,4,1692639897000000000
215,原萃綠茶,39,9,1692639897000000000
216,原萃綠茶,39,20,1692641569000000000
216,肉骨湯麵,15,5,1692641569000000000
216,品客洋芋片,60,2,1692641569000000000
217,原萃綠茶,39,2,1692643571000000000
217,益生菌,150,4,1692643571000000000
217,品客洋芋片,60,15,1692643571000000000
218,品客洋芋片,60,5,1692646301000000000
219,益生菌,150,13,1692646774000000000
219,品客洋芋片,60,1,1692646774000000000
220,益生菌,150,2,1692647221000000000
220,原萃綠茶,39,1,1692647221000000000
220,肉骨湯麵,15,2,1692647221000000000
220,品客洋芋片,60,2,1692647221000000000
221,原萃綠茶,39,4,1692647586000000000
221,益生菌,150,3,1692647586000000000
221,品客洋芋片,60,14,1692647586000000000
221,肉骨湯麵,15,2,1692647586000000000
222,品客洋芋片,60,11,1692650863000000000
223,肉骨湯麵,15,6,1692696713000000000
224,原萃綠茶,39,20,1692698655000000000
224,肉骨湯麵,15,5,1692698655000000000
224,品客洋芋片,60,3,1692698655000000000
224,益生菌,150,14,1692698655000000000
225,益生菌,150,6,1692705903000000000
225,原萃綠茶,39,5,1692705903000000000
226,益生菌,150,6,1692706269000000000
227,原萃綠茶,39,6,1692707696000000000
227,品客洋芋片,60,6,1692707696000000000
227,肉骨湯麵,15,2,1692707696000000000
227,益生菌,150,4,1692707696000000000
228,益生菌,150,4,1692708086000000000
229,品客洋芋片,60,1,1692708597000000000
229,益生菌,150,4,1692708597000000000
229,原萃綠茶,39,14,1692708597000000000
230,品客洋芋片,60,2,1692709455000000000
230,原萃綠茶,39,1,1692709455000000000
231,肉骨湯麵,15,5,1692709483000000000
231,原萃綠茶,39,2,1692709483000000000
232,品客洋芋片,60,3,1692710662000000000
232,原萃綠茶,39,16,1692710662000000000
232,肉骨湯麵,15,16,1692710662000000000
233,肉骨湯麵,15,6,1692711657000000000
233,益生菌,150,3,1692711657000000000
233,品客洋芋片,60,5,1692711657000000000
234,品客洋芋片,60,15,1692711761000000000
235,益生菌,150,6,1692712288000000000
236,肉骨湯麵,15,19,1692712772000000000
236,品客洋芋片,60,8,1692712772000000000
237,肉骨湯麵,15,2,1692713689000000000
237,原萃綠茶,39,3,1692713689000000000
238,肉骨湯麵,15,4,1692714974000000000
238,原萃綠茶,39,6,1692714974000000000
238,品客洋芋片,60,11,1692714974000000000
238,益生菌,150,19,1692714974000000000
239,益生菌,150,1,1692715207000000000
240,肉骨湯麵,15,1,1692715666000000000
240,益生菌,150,5,1692715666000000000
240,原萃綠茶,39,5,1692715666000000000
240,品客洋芋片,60,9,1692715666000000000
241,肉骨湯麵,15,2,1692717007000000000
242,肉骨湯麵,15,2,1692717267000000000
243,益生菌,150,3,1692717353000000000
243,肉骨湯麵,15,19,1692717353000000000
244,益生菌,150,15,1692718173000000000
244,原萃綠茶,39,3,1692718173000000000
244,品客洋芋片,60,14,1692718173000000000
244,肉骨湯麵,15,17,1692718173000000000
245,益生菌,150,4,1692719647000000000
245,品客洋芋片,60,5,1692719647000000000
246,肉骨湯麵,15,10,1692720025000000000
247,品客洋芋片,60,3,1692720705000000000
247,原萃綠茶,39,7,1692720705000000000
247,肉骨湯麵,15,3,1692720705000000000
248,益生菌,150,5,1692721572000000000
249,品客洋芋片,60,1,1692721761000000000
249,原萃綠茶,39,17,1692721761000000000
249,益生菌,150,5,1692721761000000000
249,肉骨湯麵,15,6,1692721761000000000
250,原萃綠茶,39,6,1692722469000000000
250,益生菌,150,6,1692722469000000000
250,品客洋芋片,60,1,1692722469000000000
251,品客洋芋片,60,1,1692723287000000000
251,益生菌,150,2,1692723287000000000
252,益生菌,150,6,1692723692000000000
252,品客洋芋片,60,5,1692723692000000000
253,益生菌,150,9,1692724354000000000
253,肉骨湯麵,15,15,1692724354000000000
254,原萃綠茶,39,2,1692726274000000000
254,肉骨湯麵,15,2,1692726274000000000
254,益生菌,150,2,1692726274000000000
254,品客洋芋片,60,4,1692726274000000000
255,肉骨湯麵,15,8,1692726480000000000
256,品客洋芋片,60,6,1692729216000000000
256,益生菌,150,2,1692729216000000000
256,原萃綠茶,39,5,1692729216000000000
256,肉骨湯麵,15,2,1692729216000000000
257,肉骨湯麵,15,6,1692731272000000000
257,原萃綠茶,39,2,1692731272000000000
257,益生菌,150,4,1692731272000000000
258,品客洋芋片,60,4,1692731605000000000
258,益生菌,150,3,1692731605000000000
259,益生菌,150,4,1692733467000000000
259,品客洋芋片,60,5,1692733467000000000
